User,Location,Text,sentiment,probability
geekardmx,,"¡#FelizLunes, Geekardianos!

#MarvelStudios acaba de revelar nombres logos y fechas de sus próximas películas 😍😱

-… https://t.co/vv0jQO1Nvr",Positivo,67
Emiliux31_,México,"🚨NOTICIA🚨Capitana Marvel 2 ya tiene titulo, se llamará The Marvels y se estrenará el 11 de Noviembre de 2022 😱… https://t.co/UUn6eCUYKZ",Positivo,68
Emiliux31_,México,"🚨NOTICIA🚨Black Panther 2 ya tiene titulo, se llamará Black Panther #WakandaForever y se estrenará el 8 de Julio de… https://t.co/1ndg4Yzgpb",Positivo,66
marvelclubcr,,"Primer vistazo al póster de #GuardiansoftheGalaxyvol3

#marvelclubcr
#MarvelStudios 
#guardianesdelagalaxiavol3 https://t.co/3grVQPsOpW",Positivo,70
Gigawhatpodcast,Otra dimensión,#Marvel #MarvelStudios dos producciones interesantes que lograrán expandir aún más los universos de cada uno de sus… https://t.co/KQxbT4RpaJ,Positivo,58
UrielMartivilla,Mexico CDMX,Primeras imágenes de #Eternals de la directora #ChloeZhao para #MarvelStudios https://t.co/ryWz12ZCdk,Positivo,67
YourEntertain12,,Fechas y títulos oficiales de las próximas películas de #MarvelStudios https://t.co/h9ZpwAwgDj,Positivo,63
crisologo_11,,Se viene Fase 4 y estrenos épicos para fin de año! #MarvelStudios 👏🏽 https://t.co/zjkwj3mN2v,Positivo,69
somosmentegeek,,"SOMOS LOS QUE CAMBIAMOS TODO. 

En un video de la historia del UCM, se reveló las primeras escenas de los Eternals.… https://t.co/O7iqfuJf75",Positivo,69
PatyGstyle,,Ya tenemos fecha para Ant-Man and the Wasp  #Quantumania 17 de Febrero del 2023 🔥🔥🔥🔥#MarvelStudios https://t.co/k52mxqWX5n,Positivo,71
DilomLS,Madrid,"Mucha gente nunca entenderá lo que hacen este tipo de películas pero... ¡qué bien hacen!

#Marvel #MarvelStudios… https://t.co/HwqDIKdczV",Positivo,68
Rincondelsuper,,"Noticias - ETERNALS

Primeras imágenes de las película de Marvel Studios!!!

Hype🔥🔥🔥
#Eternals
#MarvelStudios https://t.co/dth2ht54ls",Positivo,66
GeekCentral14,,"Tenemos los títulos oficiales de las nuevas películas del #UCM para #MarvelStudios 😍🙌🏻🔥

#GuardiansOfTheGalaxyVol3… https://t.co/TqfVC32qiz",Positivo,67
madafaka020,"Buenos Aires, Argentina","Emocionante la verdad. 
Décadas de un universo épico y fantástico.
#MarvelStudios #Marvel #MCU #BlackWidow… https://t.co/o2S3RVoPXR",Positivo,69
Rincondelsuper,,"Noticias - Black Panter II

Se confirma que la secuela de Black Panter se titulará Black Panter Wakanda Forever… https://t.co/OvTBLhkRAi",Positivo,63
Danipotterhead9,,Esto es muy triste 😭😭😭 #MarvelStudios #wakandaforever https://t.co/AE5PvY9X2q,Positivo,52
TomatazosCom,,#MarvelStudios enfrenta demanda por presuntamente robar el diseño del traje de #IronMan. 👀😮➡️… https://t.co/wodds7y663,Positivo,62
Rincondelsuper,,"Noticias - Guardianes de la Galaxia Vol 3

Se confirma que la película de Marvel Studios se estrenará el 5 de Mayo… https://t.co/jRBZm4Laif",Positivo,61
Rincondelsuper,,"Noticias - Capitana Marvel 2

Se confirma que la película de Marvel Studios se titulará The Marvel.

Hype🔥🔥… https://t.co/NEJA9zYDnL",Positivo,64
PatyGstyle,,Fechas Oficiales de #WakandaForever #TheMarvelS #GuardianesdelaGalaxia 🔥😱 Bonito inicio de semana 🙌🏻 #MarvelStudios https://t.co/Z2ycOmixNc,Positivo,70
FanSideMx,,"El futuro de #MarvelStudios está más cerca que nunca, los títulos oficiales de tres de las secuelas más esperadas d… https://t.co/2ozdMgjrZf",Positivo,65
fanfictionok,,"Tenemos un primer vistazo de #Eternals, la nueva película de #MarvelStudios dirigida por la ganadora del Oscar… https://t.co/sjAoL7jg18",Positivo,79
AngelopolisLa,,"OFICIALMENTE HAY TITULO PARA LA SECUELA DE #BlackPanther , a estrenarse el próximo año. 8 de julio. Bravo… https://t.co/AFs8tHi3SI",Positivo,67
HypefiloPod,"Bogotá, Colombia",Tenemos primer vistazo oficial de los #Eternals para #MarvelStudios. https://t.co/V8WUuBaFR1,Positivo,71
Rincondelsuper,,"Noticias - Ant Man And The Wasp Quantumania 

Se confirma que la película de Marvel Studios se estrenará el 17 de F… https://t.co/mbyPOpmlEW",Positivo,65
somosmentegeek,,"¡SEE YOU AT THE MOVIES!

@Marvel presenta un increible video de su pasado, presente y futuro.

¡Preparense para tod… https://t.co/C9wmSjdYrg",Positivo,78
PopFanters,,"🚨SPOILER🚨 Primer 1️⃣vistazo👀 al traje🚶🏻‍♀️ de #MsMarvel 👊🏽💪🏽, de #ImanVellani 👩🏽como #KamalaKhan 🎉, en la serie🎬 de… https://t.co/ErIbDXu4QQ",Positivo,70
sarita091198,Avila,"Me parto con los momentos en que Draks insulta a Mantis 😂😂😂
#nopuc #guardianesdelagalaxia #MarvelStudios",Positivo,62
elseptimoarteok,,¡Primera imagen del rodaje de #MsMarvel! La serie de #MarvelStudios protagonizada por #ImanVellani y creada por… https://t.co/A0xcaTKIdM,Positivo,72
TomatazosCom,,"El equipo de #MarvelStudios sigue interesado en contar con #HenryCavill para sus próximos proyectos, y al parecer p… https://t.co/SFfGxpIUI3",Positivo,71
YoleocomicsESP,,"¡HOY es el Cumpleaños de #Pomklementieff!

Es una actriz de lo más peculiar por su característica cara y sus actuac… https://t.co/hD2oi2eYqe",Positivo,71
BiblioDeWakanda,,"Vuelven a llegar con fuerza los rumores a través del Insider DanielRPK de poder ver a Daredevil en ""Spiderman No Wa… https://t.co/dszBDNO0TJ",Positivo,68
ADSLBlog,Islas Caimán,"¡ATENCIÓN! 

Primeras imágenes de Iman Vellani interpretando a Kamala Khan con el traje de Ms. Marvel en el rodaje… https://t.co/SKx0nuP6zO",Positivo,66
tebeosmalavida,,Ahora que salen las primeras fotos de la serie de tv de Miss Marvel ya puedo decir que el traje que le hizo mi mami… https://t.co/s1mLSigGlQ,Positivo,72
MaikStrange,Peru,Hoy se cumplen 13 años del estreno de Iron Man 🔥❤️ La película que inició oficialmente el universo cinematográfico… https://t.co/JC1Sx2uoLF,Positivo,73
TheAmazingSite,Nueva York 2099. Mega-City Uno,"¡Estamos loquis con la llegada de 𝗟𝗢𝗞𝗜!

Quedan 39 días…

#TASfandom #Loki #DisneyPlus #MarvelStudios https://t.co/ZbzGjPahyl",Positivo,65
MaikStrange,Peru,Un joven Kevin Feige de 35 años y un joven Robert Downey Jr de 43 años daban inicio a un camino llamado Universo Ci… https://t.co/e8geHcFXC2,Positivo,66
QuizasLinterese,santiago -chile,QUIZAS LE INTERESE: Universo Marvel: ADVERSARY descubre este personaje Marvel desde este link ⬇️… https://t.co/1XcoJ2iosI,Positivo,65
CineekGo,"Bogotá, D.C., Colombia",Primer vistazo de la actriz #ImanVellani usando el traje de #MsMarvel #KamalaKhan en el set de rodaje de la nueva s… https://t.co/Z5S5LH5hQj,Positivo,78
CineekGo,"Bogotá, D.C., Colombia",El actor #KillianScott esta en negociaciones con #MarvelStudios para unirse al elenco de la nueva serie… https://t.co/1OidxhKC2q,Positivo,76
PerezPeriodico,,The Falcon and The Winter Soldier Finale REVIEW &amp; REACTION | All Cap | Perez Periódico https://t.co/mqXUFTbfkg… https://t.co/Qmq7AhPlF6,Positivo,72
CineekGo,"Bogotá, D.C., Colombia",El director #JamesGunn confirmó que #IAmGroot será una serie animada y será parte de la continuidad del #UCM. Que o… https://t.co/q6tRjlUUMR,Positivo,66
mitchellcarazas,,Ojalá se estrene la segunda temporada de Falcon y el soldado del invierno pronto 🙌🏾🙌🏾🙌🏾 #MarvelStudios,Positivo,66
marioant18,"San Luis Potosí, México",Hace 13 años comenzaba esta travesía con esta obra de arte! #IronMan #MarvelStudios @Iron_Man @RobertDowneyJr 🔥👏🏻🤯 https://t.co/QEKNkpIXTR,Positivo,65
e_nerdolandia,Buenos Aires,🤖 Algunos rumores sugieren que #HenryCavill está negociando con #MarvelStudios para interpretar a #Hércules... https://t.co/lRNPoFMSpy,Positivo,65
lacinestacion,Perú,"👉 Escúchalo aquí:
Spotify ➡️ https://t.co/PRN7492X5N
Google Podcast ➡️ https://t.co/Si80I1MHQb
YouTube ➡️… https://t.co/9s7Mb0KUo2",Positivo,67
WQRadio_EC,Guayaquil - Ecuador.,"Si nos vamos a los cómics han luchado tantas veces como han salido de juerga.
#HenryCavill #MarvelStudios #WQRadio",Positivo,64
GabrielMirex,,"Ese capitan si que se puede ver ...! 
Fiel fiel a los comics 😂😂😂

#Disneyplus #marvel #marvelstudios https://t.co/lLB53TrWVH",Positivo,59
TheAmazingSite,Nueva York 2099. Mega-City Uno,“Spider-Man y sus amigos llegarán a un lugar completamente desconocido que revosa magia y misterio y espera ser exp… https://t.co/GYRtCfmagr,Positivo,62
ElFrikiCubano,Lo mismo en Marvel que DC ,"🔥🔥La FrikiFotaca del Dia🔥🔥
#DoctorStrange #MarvelStudios #UCM https://t.co/oGRpQBPjo3",Positivo,73
charlietv_ok89,"Canelones, Uruguay 🇺🇾","Hoy se cumplen 13 años del estreno en cines de #IronMan, el inicio del MCU
Fue un éxito, recaudando +$585M a nivel… https://t.co/UHv2pXu2wZ",Positivo,73
GeekFunNews,México,"Nuevas imágenes de #AvengersCampus en Disney California Adventure.

#Disney #DisneyLand #Avengers #MarvelStudios https://t.co/gm0PmVpgXu",Positivo,68
GaboSinso2024,,"Wow, vaya curiosidad, una señal de Chloé Zhao de que iba a estar en #MarvelStudios https://t.co/BfrHgzZQDr",Positivo,59
SoundtrackCR,"San José, Costa Rica","#MarvelStudios todavía no revela ninguna imagen oficial de Iman Vellani como Ms. #Marvel. De hecho, el único acerca… https://t.co/GKuSiJNVP8",Positivo,62
SuperheroesEW,,"LOKI: Nuevo Poster Promocional
👇👇
https://t.co/NYlGVxIpaR

#MarvelStudios @LokiOfficial @twhiddleston #marvelcomics… https://t.co/rU7UVw8o2t",Positivo,74
GeekFunNews,México,"El día de hoy se cumplen 13 años del estreno de Iron Man, película donde inició el #UCM.

#IronMan #TontStark… https://t.co/gcqCVxGn5L",Positivo,73
Nerdfit1,"Florida, USA","'Merica 🦅🇺🇲
#TFATWS #meme #MarvelStudios https://t.co/5YHPcUJB03",Positivo,65
AlfComics,Argentina,¿Qué vamos a ver en SHANG CHI y la Leyenda de los 10 anillos? ¡ UN ARTISTA MARCIAL EN EL MCU… https://t.co/DRIUIZn5du,Positivo,74
ElGaminGeek,,"⚡#HenryCavill como #Hércules? ⚡
Según Daniel Richtman, #MarvelStudios está en conversaciones para que él le de vida… https://t.co/abFBQ7isp0",Positivo,67
Adalove77055155,,"Esa sería una buena narración 😜😜
#HarryPotter 
#MarvelStudios https://t.co/3CHVRO2J6Y",Positivo,79
Taserfacepy,Paraguay,Salio el trailer de Guardianes de la Galaxia 3 🙌🏻 #MarvelStudios https://t.co/bDBOiSABH3,Positivo,64
TrasKamaras,Puerto Rico,"#RUMOR

Veremos el debut de #Kang "" #ElConquistador "" en la serie de #LOKI.

#marvelstudios #ucm #disneyplus… https://t.co/HoGQ0sN82b",Positivo,66
lacinestacion,Perú,Primeras imágenes de #ImanVellani como #MsMarvel . La serie esta programada para estrenarse a finales de este año.… https://t.co/sGYEJHxSD2,Positivo,69
Relim3000,"Maracay, Venezuela","#Marvel ⚡RUMORAZO DEL TRUENO⚡
Según Daniel RPK, Henry Cavill estaría en negociaciones con #MarvelStudios. Su papel… https://t.co/IqdpJ3uoSy",Positivo,64
diegoz21,"Cáqueza, Colombia",Cada vez que una película de los Vengadores me emociono igual que el primer día!! #MarvelStudios,Positivo,58
dimensional_el,Mi casa  :v,"Un día como hoy hace 13 años se estrenaba 'Iron Man' en Estados Unidos.

La primea película del MCU, la cinta que l… https://t.co/k8EMzl0gW8",Positivo,69
AllComics10,,"""Sr. Stark usted es parte de un universo mas grande. Solo que aun no lo sabe"" Hoy se cumplen 13 AÑOS del estreno de… https://t.co/RD4OxBD6w7",Positivo,71
martinfusaro,"Buenos Aires, Argentina",Desde las 20hs(Arg) continuamos con la serie #Daredevil en el discord de @Mauri_Sam_Ok. Nos acercamos al final de l… https://t.co/3J5IKl0tBQ,Positivo,68
logdark,manzanillo,Alguien más está esperando el tráiler de #Hawkeye ? Y de todas sus películas!!! #Marvel #MarvelStudios https://t.co/sFYROJZnPq,Positivo,72
MalenaEspinos19,,NO QUIERO QUE JANE REMPLAZE A THOR AAAG ME CAES MAL JANE #ThorLoveAndThunder #MarvelStudios https://t.co/FFMpxzfNeC,Positivo,55
Dave_DSG,The North of Southamerica,"Trailer de 
#MarvelStudios Unidos: Creando #FalconYElSoldadoDeInvierno!
Capítulo especial ya disponible en… https://t.co/p52tAc57DE",Positivo,75
cinergiaonline,,📷 Primeras imágenes de Iman Vellani como Kamala Khan con el traje de #MsMarvel💥 para la nueva serie de… https://t.co/nZbhYlDpSJ,Positivo,76
Javi_Aventuras,,Su secreto es que siempre está enojado #hulk #hulkhands #MCU #marvelstudios https://t.co/KTzgb5rzS9,Positivo,67
TheAmazingSite,Nueva York 2099. Mega-City Uno,"“Genial, nos quedan cuatro semanas, puedo ver luz al final del túnel. ¡Podría ser la mejor película de Marvel de to… https://t.co/qHKa2mcDLR",Positivo,81
LaCasaDeEL,Krypton / España,Thor: Love and Thunder será la mejor película de la historia de Marvel según su director Taika Waititi… https://t.co/d45h5u2dR4,Positivo,78
BiblioDeWakanda,,Parece que Dc Comics quisiera empezar de nuevo con Superman y liberaría a Henry Cavill del papel. Ya le situan en M… https://t.co/rx4my32dfI,Positivo,66
sitosis7,"Valencia, España","Hemos tenido grandes películas del UCM: ""WINTER SOLDIER"", ""INFINITY"" ""GUARDIANES..
Han creado un universo fantástic… https://t.co/Wzv7qhUi5n",Positivo,69
sitosis7,"Valencia, España","Es indudable que #MarvelStudios esta haciendo las cosas de una manera formidable.
Pero hoy vengo a subrayar un punt… https://t.co/8hb3ZtcJGp",Positivo,69
toystnt,"11315, Santa Margarita","WANDAVISION POP! TV VINYL FIGURA SCARLET WITCH 9 CM

Ya de camino a nuestro almacén, llegada en 5/7 días.

#funko… https://t.co/KDr5DRUTRd",Positivo,70
sitosis7,"Valencia, España","A las 12:20 voy abrir un hilo que estoy seguro que va a causar polémica.
Tendrá que ver con #MarvelStudios.
Lo llev… https://t.co/zUITgDGh0S",Positivo,78
p_mandrill,,"#ATENCIÓNMANDRILLES
Así luce #ImanVellani como #KamalaKhan en #MissMarvel, la nueva serie de #MarvelStudios para… https://t.co/HfWYacAtMz",Positivo,76
Adiel_Garcia18,,"Como que tiene un aire al traje del video juego, Marvel's Avengers.😁👍
#MsMarvel #KamalaKhan #marvel #marvelcomics… https://t.co/ObsY6qGbEv",Positivo,69
loremova,,Kkk está pasando aquí #SebastianStan  #thewhitewolf #MarvelStudios https://t.co/98GZhK43rS,Positivo,63
Annia43853614,,"""Dormammu vengo a negociar""
.
.
.
@DrStrange 
.
.
#Marvel #MarvelStudios #cosplay https://t.co/sfYnt1Cg7s",Positivo,65
mg_sinspoiler,,"AMIGOS!!! Confirmó #JamesGunn que #IAmGroot será una serie de animación, la primera dentro de la continuidad princi… https://t.co/4b08IpNyVF",Positivo,75
Osvega327,"Cali, Colombia","#NuevaFotoDePerfil recordando que #StanLee la mente maestra detrás de casi todos los personajes #Marvel que amamos,… https://t.co/sjXexRZ0ji",Positivo,69
Rincon_Destru,,El actor Charlie Cox estuvo en el set de la serie #SheHulk por lo que se puede confirmar que realizará un cameo en… https://t.co/xsoa3QxFlT,Positivo,60
MaikStrange,Peru,Nunca supimos quién era el personaje de la foto filtrada hace varias semanas 😯 quizás lo sabremos en los próximos d… https://t.co/wLpVfDHKjp,Positivo,62
KikeCard2,"Zapopan, Jalisco",Tenemos imágenes de la joven Actriz #ImanVellani como #KamalaKhan portando su traje de #MsMarvel desde el Set de gr… https://t.co/nzXdKMZlc1,Positivo,66
MaikStrange,Peru,Esperando algo sobre Spider-Man No Way Home 😔😔😔 #Marvel #MarvelStudios #SpiderMan3 https://t.co/zI0aZxrO0t,Positivo,67
YourEntertain12,,Primer vistazo a #ImanVellanni con el traje de #MsMarvel para la nueva serie de #MarvelStudios en #DisneyPlus https://t.co/v2AYqa0pw1,Positivo,79
ProyectoBrujula,"Cancún, Q. Roo, México","En producción lo nuevo de #MarvelStudios para #DisneyPlus

Primeras imágenes de Iman Vellani como #KamalaKhan con e… https://t.co/QYs6b915OS",Positivo,75
GMarvelita,Lima perú,"🚨RUMOR🚨
Según Daniel Richtman ,el actor #HenryCavill aparentemente estuvo en conversaciones con #MarvelStudios para… https://t.co/Hd3daLaofS",Positivo,65
MaikStrange,Peru,Dicen que Charlie Cox estará en las imágenes filtradas de Spider-Man No Way Home 😯 vamos a esperar. Todos queremos… https://t.co/9ERAOe8JDK,Positivo,65
cinedesegunda,,Toda realidad es mera coincidencia 😅 #cinecalidad #MarvelStudios #DCUniverse #Disney #Cinema #cine #peliculas… https://t.co/hzeTuEUxI7,Positivo,69
E_Nano17,Argentina,"Las nuevas series de #MarvelStudios están bien... pero todavía ninguna logra superar esta maravilla 👇😍😉
#Daredevil… https://t.co/mpInVwwidw",Positivo,78
Anzhakutain,Gregorio de Laferrere,Primeras imágenes de #ImanVellani como Kamala Khan con el traje de #MsMarvel💥 en el set de la nueva serie de… https://t.co/x9dgcxk8WU,Positivo,77
MisticFito,"Louisiana , US","Foto Filtrada del Ser de Ms.Marvel !!!
Iman Villani en su traje como Kamala Khan!! Can’t wait for this series !! Ta… https://t.co/3F134KJ4X0",Positivo,69
MaikStrange,Peru,Evangeline Lilly ya se probó su nuevo traje para ANT-MAN &amp; THE WASP QUANTUMANIA 😯😯😯😯😯 creen que será el traje rojo?… https://t.co/qjNFsNeqYh,Positivo,75
FreakypopZone95,"Tuxtla Gutiérrez, Chiapas","¡Taika Waititi confirma que quedan cuatro semanas para acabar el rodaje de Thor: Love and Thunder!

#FreakyZone… https://t.co/m1LycJOqif",Positivo,60
geek_popnews,,"¡OMG! 🤯🙊

Primeras imágenes de Iman Vellani con el traje oficial de ""MS. MARVEL"".

Imágenes de @JustJared… https://t.co/D5M4HQBCF6",Positivo,66
maui2002cl,chile,"NUEVO DISEÑO!! porfin peter logro casarse con mary jane 🥰🥰🥰😂 Tobey maguire y Kirsten Dunst

#spiderman… https://t.co/jRXQ4pDwA6",Positivo,72
MundoFreaking,Peru,"#MarvelStudios #SpiderMan #MsMarvel #TheFalconAndTheWinterSoldier #DisneyPlus #Netflix #Wolverine 
Acuerdos de Sony… https://t.co/kB4E1eRAeE",Positivo,65
normantorregros,"Distrito Federal, México",No lloro nada más me acuerdo que faltan meses para que me anime a regresar a los cines y ver ese gran intro de… https://t.co/UaKTU9Lpue,Positivo,79
OscuraOrden,,"#MsMarvel 
#SpiderManNoWayHome 
#MarvelStudios 

Suscribiros para más contenido 🤩☝️",Positivo,63
MarvelPodcast_,Buenos Aires,"Malas noticias se vienen para los fans de #AgentsofSHIELD (como el CM de ésta cuenta).
Parece que directamente no t… https://t.co/Qnn3eb7rvc",Positivo,54
TomatazosCom,,"El equipo de #MarvelStudios sigue interesado en contar con #HenryCavill para sus próximos proyectos, y al parecer p… https://t.co/9uF5hXnnon",Positivo,71
Cineimas,,"Primeras imágenes de #ImanVellani como #KamalaKhan con el traje de #MsMarvel💥
La nueva serie de #MarvelStudios lleg… https://t.co/UQ1qRF3dC8",Positivo,76
BizzarroMondo,"En el planeta tierra, a veces","PRIMERAS IMÁGENES DE IMAN VELLANI CON EL TRAJE DE MS. MARVEL
mira las fotos aquí:
https://t.co/Z3pZmjvnja… https://t.co/kxn91yqRoi",Positivo,71
MandiCoc6,Wakanda,"Cambios en el ""cómic"" #SpiderManThomas, he cambiado la tipografía para que se entienda mejor
•
•
•
#Marvel… https://t.co/tuBTncw0qY",Positivo,79
HunterMG_,,"Con el primer vistazo a #KamalaKhan con su traje de #MsMarvel (que luce simplemente brutal)
Esperemos se filtren má… https://t.co/13lC4eO94h",Positivo,67
maocomportate,,"Primeras imágenes de @ImanVellani como #MsMarvel ⚡
#MarvelStudios #imanvellani https://t.co/x34zbxmVGC",Positivo,66
BiblioDeWakanda,,"💣Spoiler Bomba💣
Se filtra del rodaje de la serie de Ms.Marvel para Disney Plus las primeras imagenes de Khamala con… https://t.co/SpLcCe7btT",Positivo,63
marvelsinfiltro,Spain,"Terminada serie: nuevo Capi, nueva película, nuevo US Agent y quién sabe si con más proyectos de Marvel Studios ¿In… https://t.co/x7CP0L05bX",Positivo,84
AquiEntretenido,,"Primer vistazo a #ImanVellani en su traje durante la filmación de #MsMarvel

#marvel #marvelstudios #disneyplus https://t.co/Rx9g8wZIdS",Positivo,69
GeekNews21,"Aguascalientes, México","REFERENCIA AL TRAJE DE LOS CÓMICS ????!!!!! 😭🤩🙏 
#Hawkeye 
#MarvelStudios https://t.co/FJGI2EO4g1",Positivo,67
alvarowtf,Madrid - España,Primer vistazo de #ImanVellani como #MsMarvel. #MarvelStudios #Marvel #DisneyPlus https://t.co/QRnBdbLhLP,Positivo,70
GeekNews21,"Aguascalientes, México",Por fin tenemos fotos del set de #MsMarvel  una de las próximas series de #MarvelStudios en #DisneyPlus con el traj… https://t.co/6x9136wgaV,Positivo,73
TomatazosCom,,¡Tenemos las primeras imágenes de #ImanVellani con su traje de #MsMarvel! Lo están aplaudiendo por ser fiel al dise… https://t.co/4w8o0d3xyS,Positivo,65
movietim3,,"Tenemos la primera imagen de #ImanVellani como #KamalaKhan en #MissMarvel, la nueva serie de #MarvelStudios para la… https://t.co/AnvA5MUabs",Positivo,80
neomarvl,Valencia,Ya tenemos a MS. Marvel con su traje!! #MsMarvel  #MarvelStudios https://t.co/l0QHovzKUZ,Positivo,65
IaMysteR,México,"Así luce la actriz Iman Vellani como #KamalaKhan en la serie #MsMarvel, la serie de #MarvelStudios que se estrenara… https://t.co/zBIcJIJYU3",Positivo,68
BrandonJesus_BR,,"PRIMER VISTAZO DE IMAN VELLANI COMO KAMALA KHAN ( MS MARVEL ) SERIE DE MARVEL STUDIOS Y DISNEY PLUS

MAS IMAGENES A… https://t.co/Q2s0dCs1cs",Positivo,70
cinespectarte,,"Tal día como hoy hace 59 años Marvel publicó el primer cómic de “The Incredible Hulk” 📚📺🎬

Uno de los personajes má… https://t.co/cWIVyuFs5o",Positivo,75
MachiwiGeekiest,,"Chulada el aspecto que tendrá #KamalaKhan como la nueva heroina de #Marvel, #MsMarvel 

#MarvelStudios https://t.co/6H39pbI5sD",Positivo,75
SteveMogrovejo,"Giron, Ecuador","La pandemia cambió todos esos planes 😭, ahora están algunos títulos que presuntamente eran para el 2021 para el 202… https://t.co/e8eOBXPd1q",Positivo,67
FreakypopZone95,"Tuxtla Gutiérrez, Chiapas",Se filtran los primeros vistazos de Iman Vellami portando el traje de Ms.Marvel como Kamala Khan para la serie que… https://t.co/Iy4HJ7UdbD,Positivo,67
VENCOMICS_1,"Caracas, Venezuela","Filtrado el traje de Kamala Kahn en la serie #MsMarvel

De verdad que #MarvelStudios esta dejando todo en los traje… https://t.co/joh7ys228z",Positivo,69
DarkSoul1804,𝒜𝒹𝓂𝒾𝓃 @CiudadPuntera,"🌱Baby Groot🌱

Creado con acuarelas y mucho amor para mi madre, la cual adora a este chiquitín ✨

Espero que os gust… https://t.co/C8IRoF5LdF",Positivo,71
charlietv_ok89,"Canelones, Uruguay 🇺🇾","Primeras imágenes de Iman Vellani con su traje de #MsMarvel.
#DisneyPlus #disneyplusla #DisneyPlusES #MarvelStudios https://t.co/YwVgMc6F20",Positivo,66
AdanRodrguez12,,YO CADA VEZ QUE LA MIERDA DE #MarvelStudios SACA UNA NUEVA PELICULA DE MIERDA O SERIE DE MIERDA JAJAJAJAJJAJAJAJAJA… https://t.co/xKuFpuf2GC,Positivo,64
vagabundosmedia,,"Así luce la actriz #ImanVellani como #KamalaKhan en #MissMarvel, una de las próximas series que #MarvelStudios estr… https://t.co/VBOqALM6SY",Positivo,65
aventurasmedia,CDMX,"Así luce la actriz #ImanVellani como #KamalaKhan en #MissMarvel, una de las próximas series de #MarvelStudios para… https://t.co/vopI48Z7AE",Positivo,65
1UpGamingMX,México,"Primeras imágenes de como luce #ImanVellani como #KamalaKhan en #MissMarvel, la nueva serie de #MarvelStudios proxi… https://t.co/OdZjlRnjYX",Positivo,77
TheSpiderMask23,Ciudad Autónoma de Buenos Aire,"Primer vistazo a #MsMarvel , la próxima serie de #MarvelStudios para #Disneyplus ⚡️⚡️

#kamalakhan #avengers… https://t.co/eSkOnwIVPH",Positivo,71
_Entre10,Puerto Rico,📺🖥 • Se filtran imágenes de #ImanVellani como #KamalaKhan / #MsMarvel 🦸🏽‍♀️ y por primera vez vemos el traje de la… https://t.co/yUwEWHYpg7,Positivo,73
shazamcomics,huerfanos 714 local 8,Iman Vellani como #MsMarvel  #marvelstudios #DisneyPlus https://t.co/33y4qKSSZ3,Positivo,65
ElPochocleroOk,Buenos Aires City Region,#EvangelineLilly ya hizo su prueba de vestuario para #AntManAndTheWaspQuantumania. ¿Qué dijo la actriz? Enterate de… https://t.co/C83hoefRya,Positivo,58
Jhon24007938, Peru,"Primeras imágenes de #MsMarvel 
Me gusta como se ve... Si va generando espectativa en mi 👍🏼
#MarvelStudios… https://t.co/Rl5c1NYVym",Positivo,64
TrasKamaras,Puerto Rico,"#RUMOR

 She-Hulk será completamente #CGI en el #UCM. #TatianaMaslany usará un traje mo-cap, por lo que el aspecto… https://t.co/GaFDgF74FJ",Positivo,65
JoeRiveraEnter1,,#MarvelStudios l Imágenes de las grabaciones y de la actriz ‘#ImanVellani’ interpretando a ‘#MsMarvel’. https://t.co/dRdqd2dpaB,Positivo,64
ComicNacion,,"Así luce #ImanVellani como #KamalaKhan en #MissMarvel, la nueva serie de #MarvelStudios para #DisneyPlus https://t.co/XQHpAPQxBT",Positivo,76
Kuvico1,"Metepec, México","🚨MS MARVEL EN SET🚨
Se filtran fotos de #KamalaKhan en set con su traje de #MsMarvel ¿Les emociona esta serie?
.
.
.… https://t.co/bEpKp7BR39",Positivo,72
normantorregros,"Distrito Federal, México","Primeras imágenes desde el set #msmarvel 😳🤩🥳 interpretada por la actriz #imanvellani 👏

#marvel #captainmarvel… https://t.co/wCroGS0bRH",Positivo,66
recordandodiaz,,"🔴Tenemos el 1er vistazo de la actriz Iman Vellani con el traje de Ms. Marvel.⚪

🔴¿Ya me sigues en Instagram?⚪… https://t.co/Zhgge4J7oz",Positivo,66
guatemovie,Guatemala,"Primer vistazo a #ImanVellani con el traje de #MsMarvel, la nueva serie de #MarvelStudios para #DisneyPlus. 😱🔥👏🏻 https://t.co/C5uRqHA1ff",Positivo,79
byilsegomez,Mexico,¿ Qué tal Iman Vellani como Kamala Khan con el traje de #MsMarvel💥 la nueva serie de #MarvelStudios para… https://t.co/zGt7K6X45W,Positivo,76
GeekFunNews,México,"Primeras imágenes de la actriz Iman Vellani con el traje de #MsMarvel.

#KamalaKhan #ImanVellani #MarvelStudios… https://t.co/ojgsKDMKTG",Positivo,66
EcLudige,,Se acaban de revelar las Primeras imágenes de Iman Vellani como Kamala Khan con el traje de #MsMarvel💥 la nueva ser… https://t.co/oYgMfUd9bQ,Positivo,74
TrasKamaras,Puerto Rico,"PRIMER vistazo al #traje de #MsMarvel para la #serie de #Disneyplus #marvelstudios.

#traskamaras https://t.co/zPClBsavXu",Positivo,71
SMasHRadiOMX,CDMX,"Así luce #ImanVellani como #KamalaKhan en #MissMarvel, la nueva serie de #MarvelStudios para #DisneyPlus 💥 https://t.co/8vW0NcjFMm",Positivo,76
RickardReview,"California, USA",Tenemos las primeras imagenes de Iman Vellani como Ms Marvel para la serie del mismo nombre para la plataforma de D… https://t.co/hrisVnt7MC,Positivo,65
